song_id,artist,album,title,duration,playcount,rating,rating_interpretation
10028,Teen Suicide,A Whole Fucking Lifetime of This,new years eve,2:13,,undefined,never-rated
10029,The Walkmen,Bows + Arrows,New Years Eve,2:17,,0,not-rated
10030,Casiotone For The Painfully Alone,Etiquette,New Year's Kiss,2:02,,0,not-rated
10031,Camera Obscura,Desire Lines,New Year's Resolution,5:34,,0,not-rated
10032,St. Vincent,MASSEDUCTION,New York,2:35,4.0,undefined,never-rated
10033,Horse The Band,A Natural Death [Bonus Tracks],New York City,4:48,,0,not-rated
10034,LCD Soundsystem,Sound Of Silver,"New York, I Love You But You're Bringing Me Down",5:36,,0,not-rated
10035,Spoon,They Want My Soul,New York Kiss,3:27,,0,not-rated
10036,Jenny Lewis,The Voyager,The New You,3:27,1.0,0,not-rated
10037,My Bloody Valentine,m b v,New You,4:58,,0,not-rated
10038,The Mountain Goats,Heretic Pride,New Zion,2:54,6.0,0,not-rated
10039,Pavement,"Crooked Rain, Crooked Rain",Newark Wilder,3:54,1.0,0,not-rated
10040,Makaya McCraven,Universal Beings,The Newbies Lift Off,6:19,1.0,undefined,never-rated
10041,Hüsker Dü,Zen Arcade,Newest Industry,3:06,,0,not-rated
10042,A Weather,Everyday Balloons,Newfallen,4:24,,0,not-rated
10043,tUnE-yArDs,BiRd-BrAiNs,News,3:24,1.0,0,not-rated
10044,Fiona Apple,Fetch The Bolt Cutters,Newspaper,5:32,1.0,undefined,never-rated
10045,Sky Larkin,Motto,Newsworthy,3:25,,0,not-rated
10046,Lana Del Rey,Norman Fucking Rockwell!,The Next Best American Record,5:49,,undefined,never-rated
10047,David Bowie,The Next Day [Deluxe],The Next Day,3:27,,0,not-rated
10048,Okkervil River,Black Sheep Boy & Appendix,The Next Four Months,3:50,,0,not-rated
10049,The Black Keys,Brothers,Next Girl,3:18,,0,not-rated
10050,Jenny Lewis,Acid Tongue,The Next Messiah,8:46,,0,not-rated
10051,Alvvays,Alvvays,Next of Kin,3:48,4.0,0,not-rated
10052,Neko Case,Middle Cyclone,The Next Time You Say Forever,1:46,3.0,0,not-rated
10053,Josh Ritter,The Historical Conquests Of Josh Ritter,Next To The Last Romantic,2:49,,0,not-rated
10054,The Apples In Stereo,Travellers In Space And Time,Next Year At About The Same Time,3:08,,0,not-rated
10055,Belle and Sebastian,"Fold Your Hands Child, You Walk Like A Peasant",Nice Day for a Sulk,2:35,1.0,0,not-rated
10056,Radiohead,The Bends,(Nice Dream),3:54,,0,not-rated
10057,Eminem,Kamikaze,Nice Guy,2:30,,undefined,never-rated
10058,4 or 5 Magicians,"Empty, Derivative Pop Songs",Nice Little Earner,3:01,3.0,undefined,never-rated
10059,Danielson,Trying Hartz,Nice Of Me (Live),3:34,,0,not-rated
10060,Ted Leo and The Pharmacists,"Tej Leo(?), Rx/Pharmacists","The ""Nice People"" Argument",2:47,,0,not-rated
10061,Mates Of State,My Solo Project,Nice Things That Look Good,4:27,1.0,0,not-rated
10062,PUJOL,Reunited States of Being,Niceness,2:38,1.0,undefined,never-rated
10063,Priests,Nothing Feels Natural,Nicki,3:40,1.0,undefined,never-rated
10064,Xiu Xiu,Fabulous Muscles,Nieces Pieces (Boat Knife Version),3:33,,0,not-rated
10065,The Flaming Lips,Oczy Mlody,Nigdy Nie (Never No),4:10,,undefined,never-rated
10066,Bruce Springsteen,Born To Run,Night,3:01,,0,not-rated
10067,School Of Seven Bells,Ghostory,The Night,3:49,23.0,0,not-rated
10068,Claw Hammer,"Happy Birthday, Baby Jesus Volumes 1 & 2",The Night Before Christmas,4:26,2.0,undefined,never-rated
10069,Lonely Parade,The Pits,Night Cruise,2:46,,undefined,never-rated
10070,Jessica Pratt,Jessica Pratt,Night Faces,4:08,1.0,undefined,never-rated
10071,Califone,Echo Mine,Night Gallery / Projector,6:01,,undefined,never-rated
10072,Cursive,Domestica,The Night I Lost The Will To Fight,3:21,,0,not-rated
10073,Electric Light Orchestra,Out Of The Blue,Night In The City,4:04,,0,not-rated
10074,Beulah,The Coast Is Never Clear,Night Is The Day Turned Inside Out,4:12,1.0,0,not-rated
10075,Father John Misty,"I Love You, Honeybear",The Night Josh Tillman Came To Our Apt.,3:36,,0,not-rated
10076,The Mountain Goats,Transcendental Youth,Night Light,3:59,,0,not-rated
10077,The Cure,The Head On The Door,A Night Like This,4:17,,0,not-rated
10078,Au Revoir Simone,The Bird Of Music,Night Majestic,3:00,,0,not-rated
10079,Mr. Gnome,Deliver This Creature,Night of the Crickets,5:01,1.0,0,not-rated
10080,Everything Everything,A Fever Dream,Night Of The Long Knives,4:38,31.0,5,thumbs-up
10081,Modest Mouse,Everywhere And His Nasty Parlour Tricks [EP],Night On The Sun,7:39,1.0,0,not-rated
10082,Damien Jurado,On My Way To Absence,Night Out For The Downer,4:09,,0,not-rated
10083,Lucy Dacus,Historian,Night Shift,6:31,4.0,undefined,never-rated
10084,Neko Case,"The Worse Things Get, The Harder I Fight, The Harder I Fight, The More I Love You [Deluxe Edition]",Night Still Comes,3:47,23.0,0,not-rated
10085,Tacocat,Lost Time,Night Swimming,2:26,,undefined,never-rated
10086,A Giant Dog,Toy,Night Terror,2:33,2.0,undefined,never-rated
10087,Superorganism,Superorganism,Night Time,4:14,4.0,undefined,never-rated
10088,The Weakerthans,Live At The Burton Cummings Theatre,Night Windows (Live),4:45,,undefined,never-rated
10089,The Vaccines,Combat Sports,Nightclub,2:54,,undefined,never-rated
10090,Tom Waits,Nighthawks At The Diner,Nighthawk Postcards (From Easy Street),11:27,4.0,0,not-rated
10091,Delicate Steve,This Is Steve,Nightlife,2:30,2.0,undefined,never-rated
10092,Nana Grizol,Ursa Minor,Nightlights I,3:30,5.0,undefined,never-rated
10093,Nana Grizol,Ursa Minor,Nightlights II,2:18,16.0,5,thumbs-up
10094,Guards,In Guards We Trust,Nightmare,3:54,2.0,0,not-rated
10095,Jay Reatard,Blood Visions,Nightmares,2:12,,0,not-rated
10096,Grimes Feat. Majical Cloudz,Visions,Nightmusic,5:04,1.0,0,not-rated
10097,Electric Light Orchestra,Face The Music,Nightrider,4:27,,0,not-rated
10098,Frank Ocean,Blonde,Nights,5:07,1.0,undefined,never-rated
10099,California X,Nights In The Dark,Nights In The Dark,5:31,,0,not-rated
10100,Lucero,Tennessee,Nights Like These,3:55,3.0,0,not-rated
10101,Japandroids,Celebration Rock,The Nights of Wine and Roses,4:02,11.0,0,not-rated
10102,Purple Mountains,Purple Mountains,Nights That Won’t Happen,6:08,1.0,undefined,never-rated
10103,Xiu Xiu,Plays the Music of Twin Peaks,Nightsea Wind,7:06,,undefined,never-rated
10104,R.E.M.,In Time: The Best Of R.E.M. 1988-2003,Nightswimming,4:19,,0,not-rated
10105,Jay Som,Anak Ko,Nighttime Drive,3:13,2.0,undefined,never-rated
10106,Sammus,Pieces In Space,Nighttime (feat. Izzy True),3:12,,undefined,never-rated
10107,Daft Punk,Discovery,Nightvision,1:45,2.0,0,not-rated
10108,Stove,'s Favorite Friend,Nightwalk,2:00,2.0,undefined,never-rated
10109,Someone Still Loves You Boris Yeltsin,Fly By Wire,Nightwater Girlfriend,3:23,1.0,undefined,never-rated
10110,Frank Ocean,Blonde,Nikes,5:14,1.0,undefined,never-rated
10111,Islands,Ski Mask,Nil,2:07,,0,not-rated
10112,Pixies,Surfer Rosa/Come on Pilgrim,Nimrod's Son,3:01,1.0,0,not-rated
10113,The Mountain Goats,Nine Black Poppies,Nine Black Poppies,3:05,1.0,0,not-rated
10114,The Jesus & Mary Chain,Darklands,Nine Million Rainy Days,4:30,1.0,0,not-rated
10115,Tegan and Sara,The Con,Nineteen,2:56,,0,not-rated
10116,Nothing,Tired of Tomorrow (Deluxe Version),Nineteen Ninety Heaven,4:40,1.0,undefined,never-rated
10117,Black Rebel Motorcycle Club,Wrong Creatures,Ninth Configuration,6:52,1.0,undefined,never-rated
10118,The Preatures,Girlhood,Nite Machine,4:07,,undefined,never-rated
10119,Starfucker,Miracle Mile,Nite Rite,7:13,1.0,0,not-rated
10120,Deerhunter,Monomania,Nitebike,4:16,,0,not-rated
10121,Sigur Rós,Sigur Rós,Njósnavélin,7:31,,0,not-rated
10122,Surfer Blood,Hourly Haunts EP,NM Sky Song,3:30,1.0,undefined,never-rated
10123,Nicolas Jaar,Sirens,No,6:34,,undefined,never-rated
10124,Pixies,Doolittle,No. 13 Baby,3:51,1.0,0,not-rated
10125,Sleater-Kinney,No Cities To Love,No Anthems,3:19,,0,not-rated
10126,"Bonnie ""Prince"" Billy",The Letting Go,No Bad News,4:45,1.0,0,not-rated
10127,Priests,Nothing Feels Natural,No Big Bang,2:48,6.0,undefined,never-rated
10128,A Weather,Everyday Balloons,No Big Hope,4:09,2.0,0,not-rated
10129,Pile,A Hairshirt of Purpose,No Bone,1:41,,undefined,never-rated
10130,Yeasayer,Fragrant World,No Bones,3:09,,0,not-rated
10131,The Bravery,The Bravery,No Brakes,3:04,,0,not-rated
10132,Daughter,Not To Disappear,No Care,2:53,1.0,5,thumbs-up
10133,Arcade Fire,Arcade Fire [EP],No Cars Go,6:03,,0,not-rated
10134,Restorations,LP3,No Castle,3:43,,0,not-rated
10135,The Mountain Goats,Tallahassee,No Children,2:49,1.0,0,not-rated
10136,The Walkmen,Bows + Arrows,No Christmas While I'm Talking,4:26,,0,not-rated
10137,Sleater-Kinney,No Cities To Love,No Cities To Love,3:05,,0,not-rated
10138,Aesop Rock,None Shall Pass,No City,4:28,,0,not-rated
10139,Amber Coffman,City of No Reply,No Coffee,4:06,4.0,undefined,never-rated
10140,Parquet Courts,Content Nausea,No Concept,0:44,,0,not-rated
10141,The Hussy,Looming,No Credit,1:48,,undefined,never-rated
10142,Islands,A Sleep & A Forgetting,No Crying,3:05,,0,not-rated
10143,Foxygen,We Are The 21st Century Ambassadors Of Peace & Magic,No Destruction,4:56,1.0,0,not-rated
10144,Beirut,March Of The Zapotec / Realpeople Holland [Disc 2],No Dice,5:25,1.0,0,not-rated
10145,Wye Oak,Tween,No Dreaming,5:27,6.0,undefined,never-rated
10146,Carly Rae Jepsen,Dedicated,No Drug Like Me,3:28,1.0,undefined,never-rated
10147,Pinegrove,Marigold,No Drugs,2:48,1.0,undefined,never-rated
10148,Into It. Over It.,Standards,No EQ,4:05,2.0,undefined,never-rated
10149,Air France,No Way Down,No Excuses,4:02,2.0,0,not-rated
10150,Tennis,We Can Die Happy,No Exit,3:55,1.0,undefined,never-rated
10151,Haley Heynderickx,I Need to Start a Garden,No Face,1:56,9.0,undefined,never-rated
10152,Handsome Furs,Sound Kapital,No Feelings,6:59,,0,not-rated
10153,Paramore,After Laughter,No Friend,3:23,5.0,undefined,never-rated
10154,Rat Kid Cool,Year of the Rat,No Fucks,3:20,2.0,undefined,never-rated
10155,blink-182,California,No Future,3:45,1.0,undefined,never-rated
10156,Cloud Nothings,Attack On Memory,No Future/No Past,4:41,,undefined,never-rated
10157,Titus Andronicus,The Most Lamentable Tragedy,No Future Part IV : No Future Triumphant,4:53,,undefined,never-rated
10158,Titus Andronicus,The Monitor,No Future Part Three: Escape from No Future,5:15,1.0,0,not-rated
10159,Titus Andronicus,The Most Lamentable Tragedy,No Future Part V : In Endless Dreaming,4:40,,undefined,never-rated
10160,Remember Sports,Slow Buzz,No Going Back,4:59,2.0,undefined,never-rated
10161,Hop Along,Get Disowned,No Good Al Joad,3:27,2.0,0,not-rated
10162,Sorority Noise,You're Not As ______ As You Think,No Halo,2:50,3.0,undefined,never-rated
10163,Pile,Green and Gray,No Hands,4:43,,undefined,never-rated
10164,The Cure,Disintegration (Deluxe Edition),No Heart [Band Rehearsal (instrumental)-06/88],2:41,1.0,undefined,never-rated
10165,Okkervil River,Sleep And Wake-Up Songs [EP],No Hidden Track,4:26,,0,not-rated
10166,Wavves,Wavvves,No Hope Kids,2:14,,0,not-rated
10167,Young Buffalo,House,No Idea,3:58,1.0,0,not-rated
10168,Dirty Projectors,Bitte Orca,No Intention,4:16,,0,not-rated
10169,Death Cab For Cutie,We Have The Facts And We're Voting Yes,No Joy In Mudville,6:04,,0,not-rated
10170,Okkervil River,Black Sheep Boy & Appendix,"No Key, No Plan",3:00,,0,not-rated
10171,Meat Wave,The Incessant,No Light,4:37,1.0,undefined,never-rated
10172,Grapell,Crier,No Longer Free,3:52,1.0,undefined,never-rated
10173,Petrol Girls,Cut & Stitch,No Love for a Nation,2:49,1.0,undefined,never-rated
10174,British Sea Power,Do You Like Rock Music?,No Lucifer,3:28,,0,not-rated
10175,Animal House,Premium Mediocre,No Mamma,3:03,,undefined,never-rated
10176,Whitney,Light Upon the Lake,No Matter Where We Go,2:41,6.0,undefined,never-rated
10177,Wild Ones,Mirror Touch,No Money,3:21,,undefined,never-rated
10178,Chuck Berry,The Best Of Chuck Berry [Disc 1],No Money Down,2:58,,0,not-rated
10179,To Kill A King,The Spiritual Dark Age,No More Love Songs,3:33,1.0,undefined,never-rated
10180,Animal Collective,Merriweather Post Pavilion,No More Runnin,4:24,,0,not-rated
10181,Andrew Jackson Jihad,People Who Can Eat People Are The Luckiest People In The World,No More Tears,1:02,,0,not-rated
10182,"Bonnie ""Prince"" Billy",Greatest Palace Music,No More Workhorse Blues,2:56,1.0,0,not-rated
10183,British Sea Power,Do You Like Rock Music?,No Need To Cry,3:44,,0,not-rated
10184,Guards,Modern Hymns,No New,4:11,,undefined,never-rated
10185,Danielson,Trying Hartz,A No No,3:50,,0,not-rated
10186,Hot Hot Heat,Make Up The Breakdown,"No, Not Now",2:31,,0,not-rated
10187,Susanne Sundfør,Music For People In Trouble,No One Believes In Love Anymore,5:21,3.0,undefined,never-rated
10188,Dude York,Happy in the Meantime,No One In My Life Can Hear Me Scream,3:27,3.0,5,thumbs-up
10189,The Apples In Stereo,Travellers In Space And Time,No One In The World,4:16,,0,not-rated
10190,Midlake,Bamnan And Slivercork,No One Knew Where We Were,5:05,,0,not-rated
10191,Tom Waits,Alice,No One Knows I'm Gone,1:42,,0,not-rated
10192,Best Coast,The Only Place,No One Like You,3:02,,0,not-rated
10193,Sharon Van Etten,Remind Me Tomorrow,No One's Easy to Love,4:34,6.0,undefined,never-rated
10194,Band Of Horses,Cease To Begin,No One's Gonna Love You,3:37,,0,not-rated
10195,Deerhunter,Why Hasn't Everything Already Disappeared?,No One's Sleeping,4:25,2.0,undefined,never-rated
10196,Weezer,Pinkerton,No Other One,3:01,,undefined,never-rated
10197,BURGER RECORDS,,No Parents - Die Hippie Die,2:33,1.0,0,not-rated
10198,Ghostland Observatory,Robotique Majestique,No Place For Me,4:38,,0,not-rated
10199,Mr. Gnome,The Heart of a Dark Star,No Place Like Home,1:34,,0,not-rated
10200,Chris Cohen,As If Apart,No Plan,0:45,1.0,undefined,never-rated
10201,Joanna Newsom,Have One On Me,No Provenance,6:24,3.0,0,not-rated
10202,Waxahatchee,Out in the Storm (Deluxe Version),No Question,3:39,,0,not-rated
10203,Waxahatchee,Out in the Storm (Deluxe Version),No Question (Demo),3:38,3.0,undefined,never-rated
10204,Turbo Fruits,No Control,No Reason to Stay,3:15,,0,not-rated
10205,Ex Hex,It's Real,No Reflection,3:29,,undefined,never-rated
10206,Aesop Rock,Labor Days,No Regrets,4:32,2.0,0,not-rated
10207,A Hawk and A Hacksaw,Cervantine,No Rest for the Wicked,8:21,,0,not-rated
10208,Lykke Li,I Never Learn,No Rest For The Wicked,3:40,,0,not-rated
10209,Bad Books,II,No Reward,3:22,,0,not-rated
10210,Chain Wallet,No Ritual,No Ritual,3:44,1.0,undefined,never-rated
10211,Lucero,Lucero,No Roses No More,5:44,1.0,0,not-rated
10212,Weezer,Weezer (Teal Album),No Scrubs,3:10,1.0,1,thumbs-down
10213,Brand New,Your Favorite Weapon,The No Seatbelt Song,4:30,,0,not-rated
10214,Cloud Nothings,Attack On Memory,No Sentiment,3:36,,undefined,never-rated
10215,Torche,Restarter,No Servants,3:47,,0,not-rated
10216,Bad Books,II,No Sides,3:27,,0,not-rated
10217,OK Go,Oh No,No Sign Of Life,3:48,1.0,0,not-rated
10218,Les Savy Fav,Inches,No Sleeves,4:14,,0,not-rated
10219,Hundred Waters,The Moon Rang Like a Bell,No Sound,6:03,,0,not-rated
10220,Honeyblood,Honeyblood,No Spare Key,3:28,2.0,undefined,never-rated
10221,Aesop Rock,Float,No Splash,4:01,,0,not-rated
10222,Greys,Outer Heaven,No Star,3:02,3.0,undefined,never-rated
10223,Chairlift,Moth,No Such Thing as Illusion,6:26,1.0,undefined,never-rated
10224,Radiohead,OK Computer,No Surprises,3:49,2.0,0,not-rated
10225,Cola Jet Set,El Fin Del Mundo,No Te Enamores De Mí,3:24,1.0,undefined,never-rated
10226,Worriers,Survival Pop,No Thanks,2:19,4.0,undefined,never-rated
10227,Cloud Nothings,Here and Nowhere Else,No Thoughts,3:04,,undefined,never-rated
10228,Video Age,Pop Therapy,No Tomorrow,4:15,6.0,undefined,never-rated
10229,The Black Keys,Thickfreakness,No Trust,3:39,,0,not-rated
10230,The Apples In Stereo,Travellers In Space And Time,No Vacation,3:56,,0,not-rated
10231,Yo La Tengo,President Yo La Tengo/New Wave Hot Dogs,No Water,3:18,,0,not-rated
10232,Air France,No Way Down,No Way Down,4:04,1.0,0,not-rated
10233,The Legends,Up Against The Legends,No Way Out,2:22,,0,not-rated
10234,I Break Horses,Hearts,No Way Outro,4:25,,0,not-rated
10235,The Antlers,Burst Apart,No Widows,5:18,4.0,0,not-rated
10236,Jordaan Mason,Earth to Ursa Major,No Wires,3:46,,undefined,never-rated
10237,At The Drive-In,in•ter a•li•a,No Wolf Like The Present,3:39,,undefined,never-rated
10238,Whitney,Light Upon the Lake,No Woman,3:57,13.0,undefined,never-rated
10239,Mitski,Be the Cowboy,Nobody,3:13,13.0,undefined,never-rated
10240,The Apples In Stereo,Travellers In Space And Time,Nobody But You,4:20,,0,not-rated
10241,Superorganism,Superorganism,Nobody Cares,3:49,5.0,undefined,never-rated
10242,Thao & The Get Down Stay Down,A Man Alive,Nobody Dies,3:48,2.0,undefined,never-rated
10243,The National,Sleep Well Beast,Nobody Else Will Be There,4:40,,undefined,never-rated
10244,Amber Coffman,City of No Reply,Nobody Knows,3:47,2.0,undefined,never-rated
10245,Over The Rhine,Ohio [Disc 2],Nobody Number One,4:16,1.0,0,not-rated
10246,Courtney Barnett,"Sometimes I Sit And Think, And Sometimes I Just Sit",Nobody Really Cares If You Don't Go To The Party,2:46,1.0,0,not-rated
10247,The Twilight Sad,Nobody Wants to Be Here and Nobody Wants to Leave,Nobody Wants to Be Here and Nobody Wants to Leave,4:08,,0,not-rated
10248,Waxahatchee,American Weekend,noccalula,2:43,4.0,0,not-rated
10249,Deerhunter,Why Hasn't Everything Already Disappeared?,Nocturne,6:24,2.0,undefined,never-rated
10250,Austra,Feel It Break,The Noise,3:32,,0,not-rated
10251,M83,"Dead Cities, Red Seas & Lost Ghosts",Noise,3:54,1.0,0,not-rated
10252,Mike Mains & The Branches,"Calm Down, Everything Is Fine",Noises,2:55,,0,not-rated
10253,The Avalanches,Wildflower,The Noisy Eater,3:15,10.0,undefined,never-rated
10254,Death From Above 1979,Outrage! Is Now,Nomad,4:10,1.0,undefined,never-rated
10255,"Bonnie ""Prince"" Billy",I See A Darkness,Nomadic Revery (All Around),3:57,,0,not-rated
10256,Lower Dens,Escape From Evil,Non Grata,2:59,1.0,undefined,never-rated
10257,The Apples In Stereo,New Magnetic Wonder,Non-Phytagorean Composition 3,0:52,,0,not-rated
10258,The Apples In Stereo,New Magnetic Wonder,Non-Pythagorean Composition 1,0:31,,0,not-rated
10259,At The Drive-In,Relationship Of Command,Non-Zero Possibility,5:35,,0,not-rated
10260,Lucy Dacus,Historian,Nonbeliever,3:40,4.0,undefined,never-rated
10261,Ted Leo and The Pharmacists,"Tej Leo(?), Rx/Pharmacists",(None),4:11,,0,not-rated
10262,Aesop Rock,None Shall Pass,None Shall Pass,3:35,,0,not-rated
10263,of Montreal,Skeletal Lamping,Nonpareil Of Favor,5:49,,0,not-rated
10264,Grandaddy,Under The Western Freeway,Nonphenomenal Lineage,3:12,,0,not-rated
10265,Suburban Kids With Biblical Na,#3,Noodles,2:48,,0,not-rated
10266,Eminem,Kamikaze,Normal,3:42,1.0,undefined,never-rated
10267,Arcade Fire,Reflektor,Normal Person,4:23,6.0,0,not-rated
10268,The Cure,Faith (Deluxe Edition),A Normal Story [Faith Studio Guide Vox Outtake Feb. 1981],3:04,,undefined,never-rated
10269,Parquet Courts,Wide Awake!,Normalization,2:11,1.0,undefined,never-rated
10270,Lana Del Rey,Norman Fucking Rockwell!,Norman fucking Rockwell,4:08,1.0,undefined,never-rated
10271,Brand New,Daisy,Noro,6:27,,0,not-rated
10272,LCD Soundsystem,Sound Of Silver,North American Scum,5:29,,0,not-rated
10273,slowthai,Nothing Great About Britain,North Nights,3:31,,undefined,never-rated
10274,The Walkmen,Bows + Arrows,The North Pole,3:43,,0,not-rated
10275,Slingshot Dakota,Heavy Banding,North Shore,3:09,2.0,undefined,never-rated
10276,Hemlock Ernst,Back At The House,North To South,3:58,1.0,undefined,never-rated
10277,slowthai,Nothing Great About Britain,Northampton's Child,3:02,,undefined,never-rated
10278,Damien Jurado,On My Way To Absence,Northbound,1:39,,0,not-rated
10279,Ted Leo and The Pharmacists,"Tej Leo(?), Rx/Pharmacists",The Northeast Corridor,2:21,,0,not-rated
10280,Immaculate Machine,Fables,Northeastern Wind,4:31,1.0,0,not-rated
10281,Cloud Cult,Aurora Borealis,Northern Lights,2:20,,0,not-rated
10282,SKATERS,Rock and Roll Bye Bye,Northern Soul,4:45,1.0,undefined,never-rated
10283,Beach House,Teen Dream,Norway,3:55,1.0,0,not-rated
10284,Cursive,The Difference Between Houses And Homes: Lost Songs And Loose Ends 1995-2001,Nostalgia,3:26,,0,not-rated
10285,Ariel Pink's Haunted Graffiti,Mature Themes,Nostradamus & Me,7:25,,0,not-rated
10286,Big Thief,Two Hands,Not,6:07,3.0,undefined,never-rated
10287,Gogol Bordello,Gypsy Punks: Underdog World Strike,Not A Crime,4:32,,0,not-rated
10288,A Giant Dog,Pile,Not a Miracle,2:36,3.0,undefined,never-rated
10289,Bugs Eat Books,Kindercore Records Christmas Two,Not A Pine Tree,1:56,,undefined,never-rated
10290,Jay Reatard,Blood Visions,Not A Substitute,1:06,,0,not-rated
10291,Hop Along,"Bark Your Head Off, Dog",Not Abel,4:36,5.0,undefined,never-rated
10292,Eminem,Kamikaze,Not Alike (feat. Royce Da 5'9),4:48,1.0,undefined,never-rated
10293,Low Roar,ross.,Not Around,5:15,1.0,undefined,never-rated
10294,Animal House,Premium Mediocre,Not Bothered,3:10,,undefined,never-rated
10295,Rubblebucket,If U C My Enemies,Not Cut out For This,3:52,5.0,undefined,never-rated
10296,Weakened Friends,Common Blah,Not Doing Good,3:06,1.0,undefined,never-rated
10297,Paws,Your Church on My Bonfire,Not Enough,3:50,1.0,undefined,never-rated
10298,Timothy Heller,Self Titled,Not Even For You,3:29,1.0,undefined,never-rated
10299,Pissed Jeans,Why Love Now,Not Even Married,2:35,1.0,undefined,never-rated
10300,Kate Havnevik,Melankton,Not Fair,5:15,,0,not-rated
10301,Forth Wanderers,Forth Wanderers,Not For Me,4:30,8.0,undefined,never-rated
10302,Angel Olsen,MY WOMAN,Not Gonna Kill You,4:57,2.0,undefined,never-rated
10303,Paws,Your Church on My Bonfire,Not Goodbye (See You Later),12:31,,undefined,never-rated
10304,Laura Gibson,Empire Builder,Not Harmless,3:13,4.0,undefined,never-rated
10305,Crystal Castles,Crystal Castles (II),Not In Love,3:33,4.0,0,not-rated
10306,Quarterbacks,Quarterbacks,Not In Luv,1:06,,0,not-rated
10307,William Tyler,Goes West,Not in Our Stars,3:09,2.0,undefined,never-rated
10308,Frank Ocean,channel ORANGE,Not Just Money,1:00,,0,not-rated
10309,Sun Kil Moon,Among The Leaves,Not Much Rhymes With Everything's Awesome At All Times,3:14,,0,not-rated
10310,Alvvays,Antisocialites,Not My Baby,4:16,29.0,undefined,never-rated
10311,Me in Capris,For Those Who Think You,Not My Blues,3:15,9.0,undefined,never-rated
10312,Lonely Parade,The Pits,Not Nice,4:03,,undefined,never-rated
10313,Sad Planets,"Akron, Ohio",Not of This World,3:31,1.0,1,thumbs-down
10314,The Beths,Future Me Hates Me,Not Running,3:51,3.0,undefined,never-rated
10315,Deer Tick,War Elephant,Not So Dense,4:21,3.0,0,not-rated
10316,Guards,In Guards We Trust,Not Supposed To,3:34,1.0,0,not-rated
10317,The Growlers,Chinese Fountain,Not the Man,3:28,,0,not-rated
10318,Dinosaur Jr,Where You Been,Not The Same,6:03,,0,not-rated
10319,Brand New,The Devil And God Are Raging Inside Me,Not The Sun,3:09,,0,not-rated
10320,Bully,Losing,Not the Way,2:35,,undefined,never-rated
10321,Molly Burch,Please Be Mine,Not Today,4:02,,undefined,never-rated
10322,Car Seat Headrest,Teens Of Denial,Not What I Needed,4:31,15.0,undefined,never-rated
10323,Leggy,Let Me Know Your Moon,Not What You Need,3:25,2.0,undefined,never-rated
10324,Someone Still Loves You Boris Yeltsin,Tape Club,Not Worth Fighting,3:02,1.0,0,not-rated
10325,Worriers,Survival Pop,Not Your Type,3:08,3.0,undefined,never-rated
10326,Modern Baseball,You're Gonna Miss It All,Notes,2:15,13.0,5,thumbs-up
10327,Save Face,Merci,Nothin',3:06,1.0,undefined,never-rated
10328,Freelance Whales,Diluvia,The Nothing,4:36,,0,not-rated
10329,Screaming Females,Castle Talk,Nothing At All,3:10,1.0,0,not-rated
10330,The Postal Service,Give Up,Nothing Better,3:46,1.0,0,not-rated
10331,Metric,Synthetica,Nothing But Time,4:05,,0,not-rated
10332,Homeshake,Helium,Nothing Could Be Better,2:51,2.0,undefined,never-rated
10333,Strange Ranger,Remembering the Rockets,Nothing Else to Think About,4:10,1.0,undefined,never-rated
10334,Immaculate Machine,Fables,Nothing Ever Happens,2:43,2.0,0,not-rated
10335,Priests,Nothing Feels Natural,Nothing Feels Natural,3:59,,undefined,never-rated
10336,The Muffs,"Happy Birthday, Baby Jesus Volumes 1 & 2",Nothing for Me,1:48,6.0,undefined,never-rated
10337,Father John Misty,"I Love You, Honeybear",Nothing Good Ever Happens At The Goddamn Thirsty Crow,4:34,,0,not-rated
10338,slowthai,Nothing Great About Britain,Nothing Great About Britain,3:09,1.0,undefined,never-rated
10339,First Aid Kit,Ruins,Nothing Has to Be True,5:01,2.0,undefined,never-rated
10340,My Bloody Valentine,m b v,Nothing Is,3:34,,0,not-rated
10341,Death Vessel,Stay Close,Nothing Left To Bury,5:11,1.0,0,not-rated
10342,Yuck,Glow & Behold,Nothing New,4:01,,0,not-rated
10343,Radiator Hospital,Nothing Nice,Nothing Nice,2:01,5.0,undefined,never-rated
10344,Jay Reatard,Watch Me Fall,Nothing Now,2:43,,0,not-rated
10345,Pity Sex,White Hot Moon,Nothing Rips Through Me,3:13,11.0,undefined,never-rated
10346,The Legends,Up Against The Legends,Nothing To Be Done,2:24,2.0,0,not-rated
10347,The War On Drugs,A Deeper Understanding,Nothing To Find,6:10,2.0,undefined,never-rated
10348,Hurry,Guided Meditation,Nothing To Say,4:19,38.0,undefined,never-rated
10349,Hurry,Guided Meditation,Nothing To Say (Bonus Track),4:45,5.0,undefined,never-rated
10350,Sharon Van Etten,Are We There,Nothing Will Change,3:15,,0,not-rated
10351,Macseal,Super Enthusiast,"Nothing's a Sure Thing, Shelly",2:58,,undefined,never-rated
10352,Hurray For The Riff Raff,The Navigator,Nothing's Gonna Change That Girl,3:40,1.0,undefined,never-rated
10353,Architecture In Helsinki,Places Like This,Nothing's Wrong,3:24,1.0,0,not-rated
10354,Remember Sports,Slow Buzz,Nothing’s Coming Out,4:40,3.0,undefined,never-rated
